loan_id,customer_id,issue_date,due_date,loan_amount,outstanding_amount,overdue_amount,days_past_due,loan_status,product_type,interest_rate,term_months,monthly_payment,risk_score,currency
L000633,C01703,2024-07-18,2024-10-16,25138959,5024507,0,0,Active,Cash loan,41.04,3,11818662.59,600,UZS
L000634,C02264,2024-11-28,2026-05-22,5935160,3052118,2127433,98,Overdue,Microloan,26.18,18,416054.72,619,UZS
L000635,C01393,2025-11-23,2026-05-22,3567758,2783123,1672363,11,Overdue,Credit card,33.11,6,791507.11,473,UZS
L000636,C02226,2024-06-30,2025-06-25,8417176,0,0,0,Closed,Installment,22.48,12,859113.1,645,UZS
L000637,C01470,2025-06-30,2028-06-14,25712872,17984984,0,0,Active,Credit card,42.39,36,1017015.51,626,UZS
L000638,C01268,2024-05-14,2024-11-10,14347231,0,0,0,Closed,Credit card,37.86,6,3296515.44,618,UZS
L000639,C01493,2024-07-04,2024-10-02,12832112,7127598,0,0,Active,Installment,42.46,3,6093542.25,676,UZS
L000640,C00439,2025-04-04,2026-09-26,2614765,2166788,0,0,Active,Credit card,32.61,18,192635.55,606,UZS
L000641,C01025,2025-11-30,2026-02-28,8889684,6966603,0,0,Active,Cash loan,22.94,3,3642992.5,783,UZS
L000642,C00447,2025-11-06,2026-05-05,28057957,10717319,0,0,Active,Credit card,22.19,6,5714002.94,597,UZS
L000643,C02106,2025-04-14,2026-04-09,7720972,0,0,0,Closed,Cash loan,22.17,12,786059.29,689,UZS
L000644,C02031,2024-04-18,2026-04-08,10840461,0,0,0,Closed,Cash loan,25.04,24,564788.02,585,UZS
L000645,C00431,2024-12-02,2026-11-22,32613900,16494557,0,0,Active,Credit card,34.46,24,1827193.75,515,UZS
L000646,C01445,2024-05-29,2025-11-20,34320822,17488986,0,0,Active,Credit card,40.41,18,2677214.79,816,UZS
L000647,C00962,2025-04-23,2026-04-18,5268696,3836683,2186040,49,Overdue,Microloan,39.47,12,612354.19,434,UZS
L000648,C01218,2024-11-16,2025-11-11,11298060,8452922,5543013,29,Overdue,Credit card,28.84,12,1213035.04,395,UZS
L000649,C00952,2025-04-07,2028-03-22,26800592,0,0,0,Closed,Cash loan,27.99,36,952835.49,627,UZS
L000650,C02375,2025-06-11,2025-12-08,13052488,1835736,0,0,Active,Credit card,41.5,6,3078211.75,776,UZS
L000651,C02345,2025-01-07,2026-07-01,6844538,2823233,0,0,Active,Microloan,45.67,18,553913.25,564,UZS
L000652,C02262,2025-05-03,2026-10-25,23765497,3388767,0,0,Active,Cash loan,32.63,18,1751121.04,387,UZS
L000653,C00401,2025-04-22,2026-04-17,31533316,18334698,0,0,Active,Credit card,22.06,12,3207463.79,681,UZS
L000654,C02081,2025-02-01,2026-07-26,5986598,1659618,0,0,Active,Installment,26.54,18,420857.84,881,UZS
L000655,C02383,2024-12-14,2025-06-12,12174654,8202484,0,0,Active,Installment,45.09,6,2944034.25,472,UZS
L000656,C01609,2024-06-11,2025-06-06,18964721,8304039,0,0,Active,Cash loan,28.3,12,2027644.75,751,UZS
L000657,C00220,2024-05-11,2024-11-07,20974325,2622522,0,0,Active,Cash loan,27.83,6,4468579.94,532,UZS
L000658,C01463,2024-12-18,2026-12-08,33298616,5169016,0,0,Active,Cash loan,32.03,24,1831840.11,490,UZS
L000659,C01267,2025-01-04,2026-06-28,21394185,20743509,3909839,38,Overdue,Cash loan,38.25,18,1643192.26,525,UZS
L000660,C00059,2024-11-28,2025-02-26,5468453,1518269,0,0,Active,Credit card,39.04,3,2534445.68,497,UZS
L000661,C00109,2024-10-30,2025-07-27,19705161,0,0,0,Closed,Installment,30.9,9,2866006.19,577,UZS
L000662,C01327,2024-12-14,2026-06-07,6230181,2958038,0,0,Active,Credit card,33.69,18,462729.39,558,UZS
L000663,C02208,2025-11-19,2026-08-16,23681733,15212698,0,0,Active,Credit card,23.48,9,3249133.77,627,UZS
L000664,C01684,2025-06-16,2025-12-13,19387747,15449091,0,0,Active,Cash loan,22.42,6,3955746.65,781,UZS
L000665,C00753,2025-07-31,2026-07-26,28133929,11921737,0,0,Active,Cash loan,44.53,12,3388497.3,622,UZS
L000666,C01894,2024-03-09,2024-12-04,10235297,5718471,0,0,Active,Cash loan,32.97,9,1512208.27,613,UZS
L000667,C02455,2024-06-16,2024-09-14,7117695,0,0,0,Closed,Installment,41.63,3,3360263.81,688,UZS
L000668,C02410,2024-03-15,2026-03-05,21394174,9014123,3161629,11,Overdue,Credit card,42.78,24,1272775.07,765,UZS
L000669,C02291,2024-05-28,2025-11-19,18648013,2622018,0,0,Active,Cash loan,28.87,18,1335094.13,833,UZS
L000670,C02293,2025-07-08,2026-12-30,32857033,25812193,14080589,36,Overdue,Cash loan,45.04,18,2647546.7,497,UZS
L000671,C00686,2025-08-13,2027-02-04,10768912,2186257,0,0,Active,Installment,43.14,18,856367.81,744,UZS
L000672,C02012,2025-08-04,2026-07-30,22700737,6646826,0,0,Active,Installment,41.6,12,2678686.97,585,UZS
L000673,C01404,2025-04-17,2025-10-14,33403574,0,0,0,Closed,Cash loan,28.26,6,7140570.67,498,UZS
L000674,C01809,2025-09-12,2026-06-09,30955820,13171151,0,0,Active,Cash loan,25.41,9,4313521.54,684,UZS
L000675,C02106,2025-04-09,2025-10-06,11278222,7866409,0,0,Active,Installment,25.52,6,2359404.04,690,UZS
L000676,C01643,2024-03-13,2026-03-03,6010639,3432283,1820281,157,Default,Credit card,35.03,24,338173.58,484,UZS
L000677,C00044,2024-03-17,2026-03-07,12254716,6580475,0,0,Active,Credit card,26.58,24,646334.15,678,UZS
L000678,C00505,2024-09-25,2025-03-24,14111932,10285357,0,0,Active,Credit card,41.0,6,3316304.02,641,UZS
L000679,C00348,2024-03-28,2025-09-19,23847666,14948634,0,0,Active,Installment,33.31,18,1766184.64,460,UZS
L000680,C02108,2025-02-13,2026-02-08,7722709,0,0,0,Closed,Credit card,23.32,12,793637.06,616,UZS
L000681,C01169,2024-08-19,2025-02-15,31497699,19671602,0,0,Active,Cash loan,37.55,6,7220847.5,824,UZS
L000682,C01203,2025-11-16,2026-02-14,3260684,585623,0,0,Active,Installment,35.33,3,1470894.55,719,UZS
L000683,C01484,2024-06-29,2024-09-27,27979530,17195048,0,0,Active,Cash loan,44.33,3,13460951.88,790,UZS
L000684,C00941,2025-09-24,2026-03-23,2401149,1494712,770809,20,Overdue,Credit card,37.93,6,551984.14,458,UZS
L000685,C01368,2025-09-05,2026-08-31,31093978,20834923,0,0,Active,Credit card,30.32,12,3376806.01,681,UZS
L000686,C01572,2025-11-27,2027-05-21,23758242,7781883,4482419,10,Overdue,Credit card,38.32,18,1825688.91,422,UZS
L000687,C01501,2024-07-11,2025-01-07,33775182,0,0,0,Closed,Cash loan,39.8,6,7869617.41,747,UZS
L000688,C02491,2025-06-30,2025-09-28,1161010,0,0,0,Closed,Installment,41.4,3,547222.71,613,UZS
L000689,C01876,2025-11-04,2026-02-02,27371932,8383320,0,0,Active,Cash loan,36.12,3,12419557.95,820,UZS
L000690,C00143,2024-08-04,2027-07-20,17888474,7748509,0,0,Active,Installment,28.37,36,637873.17,595,UZS
L000691,C00110,2025-08-14,2027-02-05,8016222,3058926,1574994,15,Overdue,Installment,23.36,18,549378.41,590,UZS
L000692,C02123,2024-03-13,2025-09-04,14769345,9528767,0,0,Active,Installment,36.31,18,1118449.68,711,UZS
L000693,C00680,2024-12-31,2027-12-16,41713425,20543811,13604040,22,Overdue,Cash loan,34.76,36,1561472.54,823,UZS
L000694,C00164,2024-05-31,2026-05-21,7196349,5752190,0,0,Active,Credit card,22.21,24,366444.09,765,UZS
L000695,C01360,2024-06-16,2027-06-01,41550440,0,0,0,Closed,Cash loan,25.38,36,1447109.49,607,UZS
L000696,C00264,2024-10-15,2025-10-10,26455943,16375356,2656347,1,Overdue,Credit card,39.31,12,3071314.52,516,UZS
L000697,C01033,2024-07-03,2024-10-01,4634782,3274492,0,0,Active,Credit card,30.26,3,2012422.34,543,UZS
L000698,C00591,2024-07-04,2025-06-29,22792792,11540415,0,0,Active,Credit card,33.06,12,2527340.75,776,UZS
L000699,C01928,2024-10-12,2025-07-09,37408127,11530164,0,0,Active,Cash loan,24.77,9,5186013.34,838,UZS
L000700,C00558,2025-08-18,2027-08-08,31880929,19815100,0,0,Active,Credit card,29.99,24,1726750.82,741,UZS
L000701,C00263,2025-08-18,2026-02-14,2590405,1891571,0,0,Active,Microloan,42.2,6,613925.99,714,UZS
L000702,C02163,2024-10-28,2025-10-23,43536627,0,0,0,Closed,Cash loan,23.68,12,4487175.02,728,UZS
L000703,C01476,2025-02-15,2025-08-14,24529393,22235214,15135070,41,Overdue,Installment,24.45,6,5087804.93,402,UZS
L000704,C00144,2024-05-13,2025-05-08,23099713,0,0,0,Closed,Cash loan,26.23,12,2429897.31,559,UZS
L000705,C02016,2025-02-27,2027-02-17,13868352,0,0,0,Closed,Cash loan,41.2,24,815921.38,630,UZS
L000706,C00431,2024-03-19,2024-09-15,39480804,26401686,0,0,Active,Cash loan,23.14,6,8102777.01,685,UZS
L000707,C01619,2024-11-22,2026-11-12,12633886,3458337,0,0,Active,Installment,32.39,24,696916.74,711,UZS
L000708,C01215,2024-01-30,2024-07-28,39975328,22660334,10206210,60,Overdue,Cash loan,43.87,6,9585417.4,623,UZS
L000709,C01295,2025-09-20,2026-06-17,32948677,16561410,0,0,Active,Credit card,43.37,9,5248724.25,760,UZS
L000710,C02182,2025-04-04,2025-07-03,2534563,2298679,864677,36,Overdue,Microloan,41.02,3,1191413.58,552,UZS
L000711,C00687,2024-06-12,2024-09-10,16957647,11713257,0,0,Active,Cash loan,44.31,3,8157193.46,717,UZS
L000712,C01969,2024-05-19,2025-05-14,24569419,9942758,4011817,139,Overdue,Installment,43.91,12,2946487.57,623,UZS
L000713,C01839,2024-10-02,2025-09-27,1243375,714905,0,0,Active,Installment,41.52,12,146635.36,790,UZS
L000714,C01509,2024-12-16,2025-12-11,7471905,0,0,0,Closed,Installment,32.87,12,827326.68,516,UZS
L000715,C00150,2024-12-04,2025-06-02,25793987,19821023,3487276,75,Overdue,Cash loan,35.22,6,5813104.87,616,UZS
L000716,C01836,2024-01-24,2024-10-20,6903042,5392527,0,0,Active,Microloan,34.51,9,1031697.98,783,UZS
L000717,C00914,2025-04-05,2026-03-31,1372406,1016069,0,0,Active,Microloan,23.66,12,141426.44,662,UZS
L000718,C02392,2024-10-19,2025-10-14,8813037,7252531,0,0,Active,Installment,28.68,12,945051.33,625,UZS
L000719,C01084,2025-03-17,2026-03-12,8288513,4212821,0,0,Active,Credit card,29.93,12,897438.75,512,UZS
L000720,C02190,2025-03-24,2025-06-22,23120271,7735795,0,0,Active,Installment,42.17,3,10956696.43,482,UZS
L000721,C01143,2025-03-07,2025-12-02,701573,101284,0,0,Active,Microloan,25.09,9,97510.85,775,UZS
L000722,C00194,2024-09-07,2026-03-01,37336399,6285136,0,0,Active,Cash loan,40.22,18,2908505.48,573,UZS
L000723,C00589,2024-09-10,2025-06-07,19445669,9832286,0,0,Active,Installment,22.41,9,2644827.05,669,UZS
L000724,C00480,2024-08-11,2025-02-07,10402069,2048950,0,0,Active,Installment,37.74,6,2387968.31,551,UZS
L000725,C02012,2025-04-16,2025-07-15,24392301,15187334,0,0,Active,Cash loan,35.95,3,11053777.74,670,UZS
L000726,C01212,2025-05-21,2026-02-15,12517884,9268686,1672091,11,Overdue,Installment,39.04,9,1933873.99,572,UZS
L000727,C00340,2024-11-03,2026-04-27,10604116,2336513,0,0,Active,Installment,29.51,18,762966.15,736,UZS
L000728,C01504,2024-03-04,2025-02-27,38540418,12911090,0,0,Active,Cash loan,42.97,12,4591769.63,602,UZS
L000729,C02500,2024-07-08,2024-10-06,18489521,12995789,0,0,Active,Credit card,22.97,3,7578854.66,813,UZS
L000730,C00556,2025-01-29,2028-01-14,9793847,3184362,0,0,Active,Installment,23.36,36,335602.49,378,UZS
L000731,C01485,2024-09-04,2025-03-03,26757355,22717027,0,0,Active,Credit card,32.48,6,5908023.98,488,UZS
L000732,C01187,2024-01-23,2025-07-16,7906500,0,0,0,Closed,Credit card,30.68,18,574011.9,785,UZS
L000733,C00675,2025-08-08,2026-05-05,20065061,15747533,0,0,Active,Installment,24.12,9,2767194.86,501,UZS
L000734,C00970,2024-11-28,2025-08-25,5144672,4171828,1000963,67,Overdue,Microloan,41.23,9,807313.36,754,UZS
L000735,C01503,2024-07-25,2025-01-21,24005531,12246386,0,0,Active,Installment,24.09,6,4964743.9,804,UZS
L000736,C02022,2024-05-11,2024-08-09,10817998,0,0,0,Closed,Cash loan,34.06,3,4834202.71,503,UZS
L000737,C00917,2024-10-23,2026-04-16,23489368,13707071,0,0,Active,Cash loan,39.07,18,1814814.67,579,UZS
L000738,C02370,2025-02-26,2025-11-23,6294328,0,0,0,Closed,Installment,22.87,9,859315.65,710,UZS
L000739,C00632,2024-08-10,2025-02-06,24537478,20104187,0,0,Active,Cash loan,27.6,6,5218303.65,730,UZS
L000740,C01766,2025-10-03,2026-09-28,12079510,0,0,0,Closed,Credit card,24.04,12,1248618.68,806,UZS
L000741,C00892,2025-07-30,2025-10-28,31791521,23847005,0,0,Active,Credit card,24.69,3,13213615.84,759,UZS
L000742,C00844,2024-01-24,2027-01-08,33966817,27805651,0,0,Active,Credit card,23.84,36,1168458.5,584,UZS
L000743,C02127,2025-02-04,2025-11-01,17640699,0,0,0,Closed,Installment,37.67,9,2698438.92,899,UZS
L000744,C00623,2025-01-21,2028-01-06,17023576,2683289,0,0,Active,Cash loan,37.66,36,650962.63,467,UZS
L000745,C00225,2025-03-26,2028-03-10,5078826,0,0,0,Closed,Cash loan,26.94,36,179085.05,743,UZS
L000746,C01739,2025-04-17,2025-07-16,12588693,0,0,0,Closed,Installment,31.53,3,5519302.63,540,UZS
L000747,C02477,2024-05-20,2027-05-05,19630824,0,0,0,Closed,Cash loan,29.64,36,706927.78,501,UZS
L000748,C00037,2025-08-16,2026-08-11,24010511,7771803,0,0,Active,Credit card,42.27,12,2846646.17,782,UZS
L000749,C01664,2025-07-01,2028-06-15,35945091,8789416,0,0,Active,Cash loan,43.01,36,1427918.74,806,UZS
L000750,C00701,2024-12-09,2026-06-02,3349245,0,0,0,Closed,Cash loan,43.92,18,267790.74,522,UZS
L000751,C00580,2025-07-17,2026-04-13,12615446,6712442,0,0,Active,Credit card,32.1,9,1851667.13,460,UZS
L000752,C00099,2024-11-14,2026-05-08,4657469,2947367,0,0,Active,Microloan,26.69,18,327808.19,727,UZS
L000753,C02305,2024-07-16,2025-01-12,2570222,1103220,0,0,Active,Credit card,34.45,6,575943.91,582,UZS
L000754,C01693,2024-10-07,2026-03-31,17092975,2841748,0,0,Active,Installment,22.93,18,1167355.23,554,UZS
L000755,C00934,2024-12-06,2025-09-02,14318376,5332263,2930494,9,Overdue,Cash loan,28.46,9,2043709.53,654,UZS
L000756,C00326,2024-07-01,2025-12-23,24714045,9178406,3047471,3,Overdue,Installment,22.75,18,1685360.57,475,UZS
L000757,C00813,2024-03-18,2024-06-16,7582985,0,0,0,Closed,Credit card,30.2,3,3291015.49,833,UZS
L000758,C01105,2024-12-25,2025-09-21,14362600,0,0,0,Closed,Installment,44.63,9,2308069.82,696,UZS
L000759,C00949,2024-04-01,2024-12-27,7657353,6462116,0,0,Active,Installment,42.34,9,1211052.92,833,UZS
L000760,C01451,2025-03-10,2025-06-08,2233045,1863617,0,0,Active,Credit card,25.65,3,935273.68,463,UZS
L000761,C00614,2025-06-19,2026-06-14,2740225,1767674,0,0,Active,Microloan,40.38,12,320560.65,765,UZS
L000762,C00851,2025-06-27,2025-12-24,13336303,8126945,0,0,Active,Installment,32.82,6,2952212.94,478,UZS
L000763,C02399,2024-01-31,2027-01-15,43571289,22121005,0,0,Active,Cash loan,23.67,36,1496794.81,799,UZS
L000764,C01687,2024-09-22,2027-09-07,11230640,2713486,0,0,Active,Credit card,39.89,36,436403.95,720,UZS
L000765,C01941,2024-02-04,2024-05-04,29194891,10263113,0,0,Active,Credit card,39.04,3,13530858.82,742,UZS
L000766,C01249,2025-08-31,2026-05-28,22570769,16397215,0,0,Active,Credit card,45.54,9,3649944.13,695,UZS
L000767,C01950,2024-12-28,2027-12-13,17926633,0,0,0,Closed,Credit card,24.69,36,620908.85,536,UZS
L000768,C00274,2025-04-02,2025-09-29,17467159,5924741,0,0,Active,Credit card,26.42,6,3680330.4,789,UZS
L000769,C01283,2025-02-23,2027-02-13,9648832,0,0,0,Closed,Credit card,34.35,24,540133.57,533,UZS
L000770,C01993,2025-11-30,2028-11-14,5036589,0,0,0,Closed,Credit card,25.01,36,174895.55,505,UZS
L000771,C01163,2024-12-11,2025-12-06,26751995,13303477,6908635,9,Overdue,Credit card,42.48,12,3176353.54,572,UZS
L000772,C00712,2025-10-14,2028-09-28,25945550,0,0,0,Closed,Credit card,41.53,36,1020020.47,846,UZS
L000773,C02220,2024-08-06,2025-08-01,14340188,7400917,0,0,Active,Cash loan,37.83,12,1647090.09,671,UZS
L000774,C00198,2025-02-28,2025-11-25,4328096,2251803,0,0,Active,Microloan,43.2,9,688648.16,688,UZS
L000775,C00266,2025-04-24,2025-07-23,11314550,6026619,0,0,Active,Credit card,24.78,3,4706098.5,819,UZS
L000776,C01707,2024-11-03,2025-10-29,20300337,0,0,0,Closed,Cash loan,42.55,12,2411510.87,807,UZS
L000777,C00988,2025-08-13,2026-08-08,27376681,22441062,0,0,Active,Cash loan,41.52,12,3228623.25,784,UZS
L000778,C02115,2025-10-29,2028-10-13,2523126,2088810,0,0,Active,Microloan,35.43,36,94918.6,704,UZS
L000779,C02030,2024-02-27,2025-02-21,19807581,15817662,0,0,Active,Installment,25.76,12,2075834.49,724,UZS
L000780,C02273,2025-07-17,2026-01-13,18209167,7446658,0,0,Active,Credit card,22.47,6,3716794.47,772,UZS
L000781,C02217,2024-07-27,2026-01-18,20162629,7578973,4019641,25,Overdue,Installment,41.9,18,1589487.25,591,UZS
L000782,C00774,2025-04-28,2025-07-27,16999434,0,0,0,Closed,Credit card,34.67,3,7631045.92,575,UZS
L000783,C02098,2025-03-02,2027-02-20,9542909,0,0,0,Closed,Credit card,38.95,24,552494.67,385,UZS
L000784,C02338,2025-06-11,2025-12-08,5481724,3518731,0,0,Active,Microloan,34.98,6,1233205.18,592,UZS
L000785,C01677,2024-06-29,2025-12-21,7650635,2717776,0,0,Active,Microloan,29.6,18,550845.72,637,UZS
L000786,C00546,2025-02-08,2025-11-05,4013599,1213891,791047,39,Overdue,Installment,22.97,9,548391.41,599,UZS
L000787,C01259,2024-05-15,2027-04-30,13010324,7445262,4997417,67,Overdue,Cash loan,28.14,36,463095.25,541,UZS
L000788,C00704,2025-01-15,2026-01-10,5632046,1844245,606126,85,Overdue,Microloan,30.04,12,610326.05,884,UZS
L000789,C01773,2024-05-30,2026-05-20,10118851,6385679,0,0,Active,Installment,26.8,24,534612.63,750,UZS
L000790,C02355,2024-01-26,2024-04-25,8044466,0,0,0,Closed,Installment,26.66,3,3396373.55,842,UZS
L000791,C02018,2024-08-10,2025-05-07,6014660,0,0,0,Closed,Installment,40.5,9,938955.26,806,UZS
L000792,C00946,2024-08-12,2025-08-07,7249128,5896037,3116813,68,Overdue,Installment,23.28,12,744727.08,700,UZS
L000793,C02226,2024-11-15,2025-05-14,33393715,8125209,0,0,Active,Credit card,43.29,6,7974975.7,621,UZS
L000794,C00806,2025-10-09,2027-09-29,9064621,8372051,3981430,33,Overdue,Credit card,22.3,24,461917.98,527,UZS
L000795,C01904,2024-04-13,2025-10-05,38149260,22662332,0,0,Active,Cash loan,34.97,18,2860558.68,606,UZS
L000796,C01582,2024-12-31,2025-09-27,23297192,16160394,0,0,Active,Cash loan,33.13,9,3446172.41,638,UZS
L000797,C00645,2024-01-31,2024-10-27,24933989,0,0,0,Closed,Installment,45.24,9,4023791.74,680,UZS
L000798,C01756,2025-01-06,2026-06-30,9827297,7169272,3328788,49,Overdue,Installment,43.93,18,785801.59,644,UZS
L000799,C02122,2025-11-24,2026-05-23,14492128,8614470,2646944,72,Overdue,Credit card,30.71,6,3157110.08,571,UZS
L000800,C00331,2024-01-31,2024-07-29,15291667,9225780,0,0,Active,Credit card,22.88,6,3131733.4,739,UZS
L000801,C01875,2024-10-31,2025-10-26,31021381,15477163,0,0,Active,Cash loan,27.92,12,3306879.21,602,UZS
L000802,C02292,2025-09-22,2025-12-21,8754796,4619713,2030769,28,Overdue,Installment,31.61,3,3840729.01,544,UZS
L000803,C01810,2025-08-09,2027-07-30,30825492,3249531,0,0,Active,Cash loan,35.35,24,1738429.31,640,UZS
L000804,C01425,2024-10-19,2025-10-14,27313129,3923690,0,0,Active,Cash loan,33.77,12,3044731.06,784,UZS
L000805,C00129,2024-04-03,2024-07-02,12829526,10645045,0,0,Active,Cash loan,30.42,3,5577422.6,706,UZS
L000806,C01600,2025-04-17,2025-10-14,33778517,17673264,0,0,Active,Credit card,36.36,6,7676730.96,498,UZS
L000807,C00268,2025-02-04,2025-05-05,20470305,16562111,9087198,47,Overdue,Installment,26.99,3,8665080.11,758,UZS
L000808,C00632,2024-11-07,2027-10-23,19710638,7254558,0,0,Active,Installment,30.71,36,715660.41,687,UZS
L000809,C01145,2025-03-17,2028-03-01,6911078,2841318,0,0,Active,Cash loan,43.97,36,276385.53,756,UZS
L000810,C01499,2025-07-26,2025-10-24,13746383,0,0,0,Closed,Credit card,32.04,3,6050241.37,701,UZS
L000811,C02354,2024-09-18,2025-09-13,34225726,4884679,0,0,Active,Credit card,40.5,12,4007262.09,726,UZS
L000812,C01334,2025-08-09,2025-11-07,25263703,0,0,0,Closed,Cash loan,29.27,3,10886129.62,497,UZS
L000813,C01841,2025-08-30,2027-02-21,17859654,9906261,0,0,Active,Installment,31.68,18,1306532.91,625,UZS
L000814,C01307,2025-05-30,2025-08-28,27062021,23816979,7953935,47,Overdue,Credit card,31.44,3,11856773.47,479,UZS
L000815,C02492,2024-06-18,2025-03-15,7838902,2912042,912638,113,Default,Microloan,22.77,9,1069313.33,503,UZS
L000816,C00964,2024-03-06,2024-06-04,19317419,8120558,0,0,Active,Installment,43.71,3,9253687.61,658,UZS
L000817,C02407,2024-08-05,2025-07-31,16807440,9963535,0,0,Active,Credit card,43.15,12,2004987.53,732,UZS
L000818,C01746,2024-06-30,2024-09-28,25684756,17760714,0,0,Active,Cash loan,39.04,3,11904028.25,667,UZS
L000819,C00288,2025-10-16,2026-01-14,6114552,1212311,0,0,Active,Credit card,35.05,3,2752567.49,774,UZS
L000820,C01643,2024-08-16,2026-02-07,24058448,0,0,0,Closed,Cash loan,33.57,18,1785270.5,849,UZS
L000821,C02125,2024-02-01,2024-05-01,15372153,8751932,5676490,33,Overdue,Cash loan,41.4,3,7245408.11,688,UZS
L000822,C02449,2025-08-04,2028-07-19,41815659,36341373,21308242,12,Overdue,Cash loan,27.34,36,1479112.78,703,UZS
L000823,C02361,2025-03-24,2025-06-22,15532407,9032215,0,0,Active,Installment,36.65,3,7075011.39,658,UZS
L000824,C00605,2024-07-27,2026-07-17,19740137,0,0,0,Closed,Installment,22.41,24,1006829.24,850,UZS
L000825,C00416,2024-03-26,2024-09-22,8963742,3534747,1546531,7,Overdue,Credit card,44.61,6,2160411.22,521,UZS
L000826,C01087,2024-02-23,2027-02-07,17307434,6445488,0,0,Active,Cash loan,35.34,36,650663.37,487,UZS
L000827,C01579,2025-04-04,2025-12-30,39299271,32164862,17127431,66,Overdue,Cash loan,37.59,9,6007985.22,504,UZS
L000828,C00244,2025-08-29,2028-08-13,3167584,1091013,162693,74,Overdue,Microloan,24.91,36,109906.37,670,UZS
L000829,C00540,2025-10-22,2028-10-06,22621921,8322218,0,0,Active,Credit card,43.0,36,898592.97,713,UZS
L000830,C02081,2025-08-17,2027-08-07,16401261,11291941,5787282,57,Overdue,Credit card,38.83,24,948744.61,561,UZS
L000831,C00432,2025-08-19,2027-08-09,5615068,4633356,0,0,Active,Credit card,30.62,24,305600.08,840,UZS
L000832,C01409,2024-03-07,2024-09-03,6285192,5267465,1326893,104,Overdue,Cash loan,39.93,6,1465811.53,367,UZS
L000833,C01668,2025-07-08,2027-06-28,22507958,15637315,4037042,25,Overdue,Credit card,35.58,24,1271512.06,450,UZS
L000834,C01444,2025-02-17,2025-05-18,42636009,0,0,0,Closed,Cash loan,34.04,3,19049768.82,828,UZS
L000835,C01696,2025-04-12,2026-01-07,16502171,12969294,0,0,Active,Credit card,30.36,9,2390247.79,687,UZS
L000836,C00167,2024-05-25,2025-11-16,3623085,2047852,0,0,Active,Installment,32.9,18,267504.44,790,UZS
L000837,C01815,2024-07-02,2025-03-29,5760502,0,0,0,Closed,Microloan,36.52,9,873804.15,761,UZS
L000838,C02460,2024-07-18,2024-10-16,33479254,19167243,0,0,Active,Credit card,24.96,3,13945225.27,596,UZS
L000839,C01203,2025-01-19,2026-07-13,32421676,26942039,8949276,20,Overdue,Credit card,40.45,18,2529791.33,505,UZS
L000840,C02213,2024-01-09,2026-12-24,11349579,8768524,3418585,167,Overdue,Installment,23.1,36,388092.55,515,UZS
L000841,C01622,2024-06-10,2027-05-26,17477622,14012839,2641568,154,Default,Installment,25.55,36,609532.07,601,UZS
L000842,C00735,2024-12-14,2025-06-12,783924,449451,61804,27,Overdue,Microloan,26.31,6,165029.07,364,UZS
L000843,C01483,2024-02-27,2024-11-23,3519735,0,0,0,Closed,Microloan,26.52,9,494796.52,858,UZS
L000844,C00488,2025-01-15,2026-01-10,12052398,3394561,0,0,Active,Installment,25.05,12,1255960.31,769,UZS
L000845,C00507,2024-03-28,2024-09-24,41832693,29734223,0,0,Active,Cash loan,43.81,6,10026599.3,831,UZS
L000846,C00308,2024-02-01,2027-01-16,39121242,28396347,0,0,Active,Cash loan,36.2,36,1480086.99,457,UZS
L000847,C02229,2024-11-07,2025-02-05,12971538,7355272,0,0,Active,Cash loan,35.58,3,5862270.41,672,UZS
L000848,C02118,2024-04-21,2026-04-11,4039689,3353216,0,0,Active,Cash loan,30.25,24,219237.29,784,UZS
L000849,C01898,2025-09-23,2028-09-07,8282801,2581588,0,0,Active,Installment,44.66,36,332830.55,635,UZS
L000850,C01421,2025-03-03,2025-08-30,19538178,0,0,0,Closed,Credit card,41.78,6,4616871.46,555,UZS
L000851,C00611,2024-10-29,2026-10-19,15460734,6948916,0,0,Active,Cash loan,34.63,24,867282.76,553,UZS
L000852,C02282,2025-07-20,2025-10-18,10372770,5139194,0,0,Active,Credit card,34.26,3,4642160.33,622,UZS
L000853,C01933,2024-09-25,2025-09-20,29622764,23542350,14047187,5,Overdue,Cash loan,32.72,12,3276277.7,708,UZS
L000854,C00530,2025-04-28,2026-01-23,16932283,6263773,0,0,Active,Cash loan,26.55,9,2380867.13,560,UZS
L000855,C01522,2024-05-19,2025-05-14,24034088,18598981,0,0,Active,Credit card,23.97,12,2482921.57,467,UZS
L000856,C01079,2025-10-12,2028-09-26,11172598,8024736,5286890,65,Overdue,Cash loan,30.46,36,404882.54,491,UZS
L000857,C01890,2024-07-28,2025-01-24,7639070,6669530,4217133,4,Overdue,Cash loan,40.85,6,1793271.68,695,UZS
L000858,C01847,2025-03-18,2028-03-02,44289675,0,0,0,Closed,Cash loan,29.26,36,1590245.39,437,UZS
L000859,C01207,2025-09-06,2026-09-01,27447529,4161442,0,0,Active,Cash loan,34.74,12,3081900.05,540,UZS
L000860,C02075,2025-05-02,2026-10-24,30076474,18630606,12791371,19,Overdue,Cash loan,27.27,18,2126573.8,482,UZS
L000861,C00523,2024-10-22,2026-04-15,8068445,2651856,1665094,8,Overdue,Installment,22.33,18,548340.49,532,UZS
L000862,C01846,2024-04-30,2025-01-25,38256340,24571772,0,0,Active,Cash loan,33.91,9,5692118.32,734,UZS
