payment_id,loan_id,customer_id,payment_date,payment_amount,payment_type,payment_channel,currency
P0003345,L000611,C00604,2025-09-22,241636,Regular,Mobile App,UZS
P0003346,L000611,C00604,2025-09-30,180725,Regular,Mobile App,UZS
P0003347,L000611,C00604,2025-12-09,105295,Regular,Mobile App,UZS
P0003348,L000612,C02186,2025-11-08,1930256,Regular,Mobile App,UZS
P0003349,L000613,C00678,2025-10-26,182972,Regular,Mobile App,UZS
P0003350,L000614,C01759,2025-08-16,3411917,Partial,Terminal,UZS
P0003351,L000614,C01759,2025-08-27,2335053,Partial,Mobile App,UZS
P0003352,L000614,C01759,2025-09-11,698490,Partial,Bank Transfer,UZS
P0003353,L000615,C02047,2025-06-21,146811,Partial,Mobile App,UZS
P0003354,L000615,C02047,2025-09-12,131415,Regular,Mobile App,UZS
P0003355,L000615,C02047,2025-07-19,1003174,Regular,Mobile App,UZS
P0003356,L000615,C02047,2025-10-22,4310990,Partial,Branch,UZS
P0003357,L000615,C02047,2025-01-15,2089775,Partial,Branch,UZS
P0003358,L000615,C02047,2025-09-05,404177,Regular,Mobile App,UZS
P0003359,L000615,C02047,2025-12-20,101522,Partial,Mobile App,UZS
P0003360,L000615,C02047,2025-03-23,1404500,Regular,Mobile App,UZS
P0003361,L000615,C02047,2025-10-29,980214,Regular,Terminal,UZS
P0003362,L000616,C00684,2025-08-17,190901,Partial,Terminal,UZS
P0003363,L000616,C00684,2025-07-21,453719,Partial,Terminal,UZS
P0003364,L000617,C00965,2025-12-08,317520,Regular,Branch,UZS
P0003365,L000617,C00965,2025-03-05,687403,Partial,Mobile App,UZS
P0003366,L000618,C02415,2025-12-21,423497,Partial,Mobile App,UZS
P0003367,L000618,C02415,2025-08-05,1905343,Partial,Mobile App,UZS
P0003368,L000618,C02415,2025-08-09,375280,Regular,Terminal,UZS
P0003369,L000618,C02415,2025-10-15,203994,Regular,Branch,UZS
P0003370,L000618,C02415,2025-06-07,1060955,Partial,Branch,UZS
P0003371,L000618,C02415,2025-07-13,427882,Regular,Branch,UZS
P0003372,L000619,C01419,2025-12-14,604453,Partial,Mobile App,UZS
P0003373,L000620,C00608,2025-12-22,144258,Partial,Branch,UZS
P0003374,L000620,C00608,2025-08-26,123047,Regular,Mobile App,UZS
P0003375,L000620,C00608,2025-06-14,105668,Regular,Branch,UZS
P0003376,L000620,C00608,2025-07-24,125763,Regular,Terminal,UZS
P0003377,L000620,C00608,2025-08-24,103290,Regular,Mobile App,UZS
P0003378,L000620,C00608,2025-03-14,118815,Regular,Terminal,UZS
P0003379,L000621,C00126,2025-12-17,7396270,Regular,Mobile App,UZS
P0003380,L000623,C02150,2024-07-16,939523,Regular,Bank Transfer,UZS
P0003381,L000623,C02150,2025-12-24,1176960,Partial,Branch,UZS
P0003382,L000623,C02150,2025-12-27,1306776,Regular,Mobile App,UZS
P0003383,L000623,C02150,2025-08-05,923333,Regular,Terminal,UZS
P0003384,L000623,C02150,2025-08-11,170250,Regular,Branch,UZS
P0003385,L000623,C02150,2024-08-21,1150090,Regular,Terminal,UZS
P0003386,L000623,C02150,2025-03-05,1710039,Regular,Branch,UZS
P0003387,L000623,C02150,2025-07-07,773859,Partial,Branch,UZS
P0003388,L000623,C02150,2025-02-03,923118,Regular,Branch,UZS
P0003389,L000623,C02150,2024-10-07,1120887,Regular,Mobile App,UZS
P0003390,L000623,C02150,2024-07-27,861674,Partial,Mobile App,UZS
P0003391,L000623,C02150,2025-09-19,718210,Partial,Mobile App,UZS
P0003392,L000623,C02150,2024-09-01,220865,Regular,Bank Transfer,UZS
P0003393,L000623,C02150,2025-01-19,1556933,Regular,Branch,UZS
P0003394,L000623,C02150,2025-10-23,479259,Regular,Mobile App,UZS
P0003395,L000623,C02150,2024-11-06,330842,Regular,Branch,UZS
P0003396,L000623,C02150,2025-05-05,1336688,Regular,Bank Transfer,UZS
P0003397,L000623,C02150,2025-03-30,2088779,Regular,Mobile App,UZS
P0003398,L000624,C01934,2025-08-25,920745,Partial,Branch,UZS
P0003399,L000624,C01934,2024-11-07,1668242,Full repayment,Branch,UZS
P0003400,L000624,C01934,2025-03-19,1268908,Partial,Branch,UZS
P0003401,L000626,C00331,2025-04-15,262098,Regular,Mobile App,UZS
P0003402,L000626,C00331,2025-01-13,821986,Partial,Terminal,UZS
P0003403,L000626,C00331,2025-05-04,255615,Partial,Terminal,UZS
P0003404,L000626,C00331,2025-01-27,126056,Partial,Terminal,UZS
P0003405,L000627,C00552,2025-04-22,2369105,Partial,Mobile App,UZS
P0003406,L000627,C00552,2025-08-16,7031322,Regular,Mobile App,UZS
P0003407,L000627,C00552,2025-03-15,1126891,Regular,Mobile App,UZS
P0003408,L000627,C00552,2025-09-12,2676726,Regular,Mobile App,UZS
P0003409,L000627,C00552,2025-02-09,3211642,Regular,Branch,UZS
P0003410,L000627,C00552,2025-02-01,1737145,Regular,Mobile App,UZS
P0003411,L000627,C00552,2025-12-05,437422,Partial,Mobile App,UZS
P0003412,L000627,C00552,2025-12-08,4137105,Regular,Mobile App,UZS
P0003413,L000627,C00552,2025-02-13,2689854,Regular,Mobile App,UZS
P0003414,L000627,C00552,2025-09-13,5540714,Partial,Terminal,UZS
P0003415,L000627,C00552,2025-02-27,4872514,Regular,Branch,UZS
P0003416,L000628,C01125,2025-11-16,604917,Regular,Branch,UZS
P0003417,L000628,C01125,2025-09-07,830691,Regular,Mobile App,UZS
P0003418,L000628,C01125,2025-12-17,2516440,Regular,Terminal,UZS
P0003419,L000628,C01125,2025-10-09,628258,Regular,Branch,UZS
P0003420,L000629,C02483,2025-10-11,262507,Regular,Mobile App,UZS
P0003421,L000629,C02483,2025-06-15,1129233,Regular,Mobile App,UZS
P0003422,L000629,C02483,2025-06-22,886412,Regular,Mobile App,UZS
P0003423,L000629,C02483,2025-10-01,728181,Partial,Branch,UZS
P0003424,L000629,C02483,2025-10-03,1377357,Regular,Mobile App,UZS
P0003425,L000630,C01019,2025-10-02,1357910,Regular,Mobile App,UZS
P0003426,L000630,C01019,2025-07-12,1126358,Partial,Mobile App,UZS
P0003427,L000630,C01019,2025-05-09,1554736,Partial,Terminal,UZS
P0003428,L000630,C01019,2025-03-31,1927873,Regular,Mobile App,UZS
P0003429,L000630,C01019,2024-05-21,468429,Regular,Mobile App,UZS
P0003430,L000630,C01019,2024-07-17,1373630,Regular,Branch,UZS
P0003431,L000630,C01019,2024-06-14,3822456,Regular,Mobile App,UZS
P0003432,L000630,C01019,2024-12-25,2020992,Regular,Mobile App,UZS
P0003433,L000630,C01019,2024-12-03,1054512,Partial,Branch,UZS
P0003434,L000630,C01019,2025-03-21,177410,Regular,Bank Transfer,UZS
P0003435,L000630,C01019,2025-11-16,911530,Regular,Mobile App,UZS
P0003436,L000630,C01019,2024-08-15,4525314,Full repayment,Bank Transfer,UZS
P0003437,L000630,C01019,2024-01-26,2028438,Partial,Terminal,UZS
P0003438,L000630,C01019,2024-08-07,2226342,Regular,Branch,UZS
P0003439,L000630,C01019,2025-10-31,769742,Regular,Bank Transfer,UZS
P0003440,L000630,C01019,2024-06-19,1518233,Full repayment,Branch,UZS
P0003441,L000630,C01019,2025-07-20,1971756,Partial,Mobile App,UZS
P0003442,L000631,C01902,2025-12-30,1146060,Regular,Terminal,UZS
P0003443,L000631,C01902,2025-08-03,1751304,Regular,Mobile App,UZS
P0003444,L000631,C01902,2025-11-20,1228440,Regular,Mobile App,UZS
P0003445,L000631,C01902,2025-10-26,3014942,Regular,Mobile App,UZS
P0003446,L000632,C01692,2025-12-06,287049,Partial,Bank Transfer,UZS
P0003447,L000632,C01692,2025-10-03,220448,Regular,Mobile App,UZS
P0003448,L000632,C01692,2025-04-05,672202,Partial,Mobile App,UZS
P0003449,L000632,C01692,2024-07-22,194593,Partial,Terminal,UZS
P0003450,L000632,C01692,2024-07-17,672147,Partial,Bank Transfer,UZS
P0003451,L000632,C01692,2024-10-26,262866,Partial,Mobile App,UZS
P0003452,L000632,C01692,2025-11-15,131148,Partial,Mobile App,UZS
P0003453,L000632,C01692,2024-08-10,111824,Regular,Branch,UZS
P0003454,L000634,C02264,2025-03-23,742397,Partial,Terminal,UZS
P0003455,L000634,C02264,2025-01-10,157245,Partial,Mobile App,UZS
P0003456,L000634,C02264,2025-03-27,128078,Partial,Terminal,UZS
P0003457,L000636,C02226,2025-12-26,308801,Regular,Mobile App,UZS
P0003458,L000636,C02226,2025-09-20,127960,Regular,Mobile App,UZS
P0003459,L000636,C02226,2024-12-11,1055043,Regular,Mobile App,UZS
P0003460,L000636,C02226,2025-03-23,489443,Partial,Mobile App,UZS
P0003461,L000636,C02226,2025-09-14,515374,Partial,Branch,UZS
P0003462,L000636,C02226,2025-08-31,687885,Partial,Mobile App,UZS
P0003463,L000636,C02226,2024-11-13,491639,Regular,Branch,UZS
P0003464,L000636,C02226,2025-02-23,217744,Regular,Mobile App,UZS
P0003465,L000636,C02226,2025-02-20,512531,Regular,Mobile App,UZS
P0003466,L000636,C02226,2025-12-28,443605,Regular,Branch,UZS
P0003467,L000636,C02226,2025-04-27,915477,Partial,Mobile App,UZS
P0003468,L000636,C02226,2025-09-17,750954,Partial,Mobile App,UZS
P0003469,L000636,C02226,2024-09-29,619271,Regular,Terminal,UZS
P0003470,L000636,C02226,2024-12-14,141314,Regular,Branch,UZS
P0003471,L000636,C02226,2024-08-15,470511,Partial,Branch,UZS
P0003472,L000636,C02226,2025-07-13,361551,Regular,Mobile App,UZS
P0003473,L000636,C02226,2025-12-08,385176,Regular,Mobile App,UZS
P0003474,L000637,C01470,2025-11-20,111012,Partial,Mobile App,UZS
P0003475,L000637,C01470,2025-11-10,793043,Regular,Terminal,UZS
P0003476,L000638,C01268,2025-08-15,1367829,Regular,Terminal,UZS
P0003477,L000638,C01268,2025-02-01,1042710,Regular,Bank Transfer,UZS
P0003478,L000638,C01268,2024-12-09,2454267,Regular,Branch,UZS
P0003479,L000638,C01268,2024-10-26,1350336,Regular,Mobile App,UZS
P0003480,L000638,C01268,2025-11-17,160241,Partial,Mobile App,UZS
P0003481,L000638,C01268,2025-08-30,806980,Regular,Mobile App,UZS
P0003482,L000638,C01268,2024-11-19,272853,Regular,Mobile App,UZS
P0003483,L000638,C01268,2025-02-08,2943230,Partial,Mobile App,UZS
P0003484,L000638,C01268,2025-11-26,3150827,Partial,Terminal,UZS
P0003485,L000638,C01268,2025-04-19,841000,Regular,Mobile App,UZS
P0003486,L000638,C01268,2025-08-28,532798,Regular,Mobile App,UZS
P0003487,L000638,C01268,2024-12-26,2111263,Partial,Terminal,UZS
P0003488,L000638,C01268,2025-10-26,2607512,Regular,Mobile App,UZS
P0003489,L000638,C01268,2025-05-17,1103734,Regular,Terminal,UZS
P0003490,L000639,C01493,2025-01-17,1583395,Regular,Mobile App,UZS
P0003491,L000639,C01493,2025-05-05,2733657,Regular,Mobile App,UZS
P0003492,L000639,C01493,2024-09-17,1821942,Regular,Mobile App,UZS
P0003493,L000639,C01493,2024-10-05,3684685,Regular,Mobile App,UZS
P0003494,L000639,C01493,2024-09-12,6342137,Partial,Mobile App,UZS
P0003495,L000640,C00439,2025-06-28,120180,Partial,Mobile App,UZS
P0003496,L000643,C02106,2025-11-22,552625,Partial,Mobile App,UZS
P0003497,L000643,C02106,2025-12-15,338330,Partial,Mobile App,UZS
P0003498,L000643,C02106,2025-12-20,234698,Regular,Bank Transfer,UZS
P0003499,L000643,C02106,2025-09-20,295857,Regular,Terminal,UZS
P0003500,L000643,C02106,2025-10-26,195836,Regular,Branch,UZS
P0003501,L000643,C02106,2025-06-14,211173,Regular,Mobile App,UZS
P0003502,L000643,C02106,2025-11-07,492716,Regular,Mobile App,UZS
P0003503,L000643,C02106,2025-11-08,518701,Regular,Branch,UZS
P0003504,L000644,C02031,2025-06-21,106398,Regular,Terminal,UZS
P0003505,L000644,C02031,2025-09-12,532552,Regular,Terminal,UZS
P0003506,L000644,C02031,2024-08-22,249976,Regular,Mobile App,UZS
P0003507,L000644,C02031,2025-03-01,116333,Regular,Terminal,UZS
P0003508,L000644,C02031,2025-07-02,205839,Partial,Mobile App,UZS
P0003509,L000644,C02031,2025-05-17,264991,Partial,Terminal,UZS
P0003510,L000644,C02031,2025-05-09,182816,Regular,Mobile App,UZS
P0003511,L000644,C02031,2025-08-24,182776,Regular,Mobile App,UZS
P0003512,L000644,C02031,2025-05-11,393952,Regular,Mobile App,UZS
P0003513,L000644,C02031,2025-09-13,145836,Regular,Mobile App,UZS
P0003514,L000644,C02031,2025-12-01,261866,Partial,Branch,UZS
P0003515,L000644,C02031,2025-02-23,188030,Regular,Mobile App,UZS
P0003516,L000644,C02031,2025-02-28,285050,Regular,Mobile App,UZS
P0003517,L000644,C02031,2025-12-30,198009,Regular,Mobile App,UZS
P0003518,L000644,C02031,2025-05-21,452079,Regular,Mobile App,UZS
P0003519,L000644,C02031,2025-01-13,115941,Regular,Branch,UZS
P0003520,L000644,C02031,2024-10-12,298476,Regular,Terminal,UZS
P0003521,L000644,C02031,2024-10-11,298543,Regular,Mobile App,UZS
P0003522,L000645,C00431,2025-06-02,664037,Regular,Mobile App,UZS
P0003523,L000645,C00431,2025-10-04,559245,Partial,Mobile App,UZS
P0003524,L000645,C00431,2025-03-04,172083,Regular,Branch,UZS
P0003525,L000645,C00431,2025-01-12,1770467,Regular,Mobile App,UZS
P0003526,L000645,C00431,2025-04-19,959398,Regular,Branch,UZS
P0003527,L000645,C00431,2025-07-23,948431,Regular,Bank Transfer,UZS
P0003528,L000645,C00431,2025-05-07,362007,Partial,Branch,UZS
P0003529,L000645,C00431,2025-10-05,461770,Regular,Terminal,UZS
P0003530,L000646,C01445,2024-06-27,1565674,Partial,Branch,UZS
P0003531,L000646,C01445,2025-07-28,764190,Regular,Mobile App,UZS
P0003532,L000647,C00962,2025-11-25,417850,Partial,Mobile App,UZS
P0003533,L000647,C00962,2025-11-09,794091,Partial,Terminal,UZS
P0003534,L000647,C00962,2025-07-13,134665,Partial,Mobile App,UZS
P0003535,L000647,C00962,2025-08-29,140005,Partial,Bank Transfer,UZS
P0003536,L000647,C00962,2025-06-30,139369,Regular,Mobile App,UZS
P0003537,L000647,C00962,2025-12-21,193993,Partial,Mobile App,UZS
P0003538,L000648,C01218,2025-01-22,105179,Partial,Mobile App,UZS
P0003539,L000648,C01218,2025-07-08,895499,Full repayment,Terminal,UZS
P0003540,L000648,C01218,2025-03-28,1273063,Partial,Mobile App,UZS
P0003541,L000648,C01218,2025-05-08,134406,Full repayment,Terminal,UZS
P0003542,L000648,C01218,2025-12-13,1117675,Partial,Branch,UZS
P0003543,L000648,C01218,2025-11-02,617704,Full repayment,Mobile App,UZS
P0003544,L000648,C01218,2025-08-17,241141,Regular,Mobile App,UZS
P0003545,L000649,C00952,2025-10-22,332538,Partial,Mobile App,UZS
P0003546,L000649,C00952,2025-04-22,693190,Partial,Bank Transfer,UZS
P0003547,L000649,C00952,2025-06-01,199403,Regular,Mobile App,UZS
P0003548,L000649,C00952,2025-12-11,270834,Partial,Terminal,UZS
P0003549,L000649,C00952,2025-12-24,847691,Regular,Mobile App,UZS
P0003550,L000649,C00952,2025-08-28,359360,Partial,Terminal,UZS
P0003551,L000649,C00952,2025-09-26,215393,Regular,Branch,UZS
P0003552,L000649,C00952,2025-12-16,226214,Partial,Mobile App,UZS
P0003553,L000650,C02375,2025-12-07,3182517,Regular,Terminal,UZS
P0003554,L000650,C02375,2025-12-22,309506,Partial,Mobile App,UZS
P0003555,L000652,C02262,2025-07-29,1070275,Regular,Mobile App,UZS
P0003556,L000652,C02262,2025-07-22,293458,Partial,Mobile App,UZS
P0003557,L000652,C02262,2025-06-17,512962,Partial,Branch,UZS
P0003558,L000652,C02262,2025-12-29,992612,Regular,Mobile App,UZS
P0003559,L000653,C00401,2025-09-11,930718,Partial,Mobile App,UZS
P0003560,L000653,C00401,2025-05-08,1583096,Regular,Mobile App,UZS
P0003561,L000653,C00401,2025-06-09,540328,Regular,Mobile App,UZS
P0003562,L000653,C00401,2025-11-23,1230266,Regular,Terminal,UZS
P0003563,L000653,C00401,2025-12-17,2341290,Partial,Mobile App,UZS
P0003564,L000653,C00401,2025-11-24,639996,Regular,Mobile App,UZS
P0003565,L000654,C02081,2025-11-25,222532,Regular,Mobile App,UZS
P0003566,L000654,C02081,2025-08-17,273676,Regular,Mobile App,UZS
P0003567,L000654,C02081,2025-10-22,101412,Regular,Terminal,UZS
P0003568,L000654,C02081,2025-04-19,321984,Regular,Bank Transfer,UZS
P0003569,L000654,C02081,2025-12-18,145308,Partial,Mobile App,UZS
P0003570,L000654,C02081,2025-02-26,266025,Regular,Mobile App,UZS
P0003571,L000655,C02383,2025-11-02,1826182,Regular,Branch,UZS
P0003572,L000655,C02383,2025-08-06,1970887,Regular,Mobile App,UZS
P0003573,L000655,C02383,2025-10-17,313314,Full repayment,Branch,UZS
P0003574,L000655,C02383,2025-09-12,599710,Regular,Bank Transfer,UZS
P0003575,L000655,C02383,2025-05-11,611198,Regular,Terminal,UZS
P0003576,L000655,C02383,2025-11-22,274616,Regular,Branch,UZS
P0003577,L000656,C01609,2024-08-08,592672,Regular,Mobile App,UZS
P0003578,L000656,C01609,2024-09-05,404736,Regular,Mobile App,UZS
P0003579,L000656,C01609,2025-10-31,664823,Regular,Bank Transfer,UZS
P0003580,L000656,C01609,2025-10-22,1384375,Partial,Mobile App,UZS
P0003581,L000656,C01609,2025-03-09,1681328,Regular,Terminal,UZS
P0003582,L000656,C01609,2025-04-18,737978,Regular,Bank Transfer,UZS
P0003583,L000656,C01609,2024-08-10,963861,Partial,Mobile App,UZS
P0003584,L000656,C01609,2025-03-08,669010,Regular,Mobile App,UZS
P0003585,L000656,C01609,2024-09-17,515965,Partial,Mobile App,UZS
P0003586,L000656,C01609,2025-03-10,1413789,Regular,Mobile App,UZS
P0003587,L000656,C01609,2024-10-17,2008303,Regular,Terminal,UZS
P0003588,L000656,C01609,2025-10-30,875667,Partial,Mobile App,UZS
P0003589,L000656,C01609,2025-04-16,1694094,Regular,Mobile App,UZS
P0003590,L000656,C01609,2024-08-28,1011440,Regular,Mobile App,UZS
P0003591,L000656,C01609,2024-11-23,706669,Regular,Mobile App,UZS
P0003592,L000657,C00220,2025-01-06,1471454,Regular,Mobile App,UZS
P0003593,L000657,C00220,2024-09-12,4204532,Regular,Terminal,UZS
P0003594,L000657,C00220,2024-06-20,2236813,Regular,Mobile App,UZS
P0003595,L000657,C00220,2025-09-20,3498030,Regular,Bank Transfer,UZS
P0003596,L000657,C00220,2025-01-18,594407,Regular,Terminal,UZS
P0003597,L000657,C00220,2025-11-09,859206,Regular,Branch,UZS
P0003598,L000657,C00220,2024-11-23,1121205,Partial,Terminal,UZS
P0003599,L000657,C00220,2025-01-19,1493976,Regular,Terminal,UZS
P0003600,L000657,C00220,2025-12-21,1197837,Regular,Mobile App,UZS
P0003601,L000657,C00220,2024-08-13,3320618,Regular,Mobile App,UZS
P0003602,L000657,C00220,2024-08-30,728687,Partial,Mobile App,UZS
P0003603,L000657,C00220,2025-07-25,925720,Regular,Mobile App,UZS
P0003604,L000657,C00220,2025-12-08,1251197,Regular,Branch,UZS
P0003605,L000657,C00220,2025-06-25,2880754,Regular,Mobile App,UZS
P0003606,L000657,C00220,2025-03-31,693900,Partial,Mobile App,UZS
P0003607,L000657,C00220,2025-09-15,740180,Regular,Terminal,UZS
P0003608,L000657,C00220,2025-10-21,1587201,Regular,Branch,UZS
P0003609,L000659,C01267,2025-10-09,1076393,Partial,Branch,UZS
P0003610,L000659,C01267,2025-03-30,269431,Partial,Branch,UZS
P0003611,L000659,C01267,2025-09-30,979411,Regular,Mobile App,UZS
P0003612,L000659,C01267,2025-07-21,116927,Full repayment,Bank Transfer,UZS
P0003613,L000660,C00059,2025-02-04,1950127,Regular,Bank Transfer,UZS
P0003614,L000660,C00059,2025-04-02,243553,Regular,Mobile App,UZS
P0003615,L000660,C00059,2025-07-16,1034489,Regular,Mobile App,UZS
P0003616,L000660,C00059,2025-07-08,1034899,Regular,Branch,UZS
P0003617,L000660,C00059,2025-05-31,1593680,Regular,Mobile App,UZS
P0003618,L000660,C00059,2025-02-02,644719,Regular,Bank Transfer,UZS
P0003619,L000661,C00109,2025-02-28,1154378,Partial,Mobile App,UZS
P0003620,L000661,C00109,2024-12-02,1308026,Regular,Mobile App,UZS
P0003621,L000661,C00109,2025-07-08,1775673,Regular,Mobile App,UZS
P0003622,L000661,C00109,2025-12-30,1586215,Regular,Mobile App,UZS
P0003623,L000661,C00109,2025-11-12,569784,Regular,Mobile App,UZS
P0003624,L000661,C00109,2025-04-27,170204,Partial,Mobile App,UZS
P0003625,L000661,C00109,2025-09-22,1040953,Regular,Terminal,UZS
P0003626,L000661,C00109,2025-07-18,468205,Regular,Bank Transfer,UZS
P0003627,L000661,C00109,2025-05-09,383022,Regular,Mobile App,UZS
P0003628,L000662,C01327,2025-07-28,464103,Regular,Mobile App,UZS
P0003629,L000662,C01327,2025-06-01,144818,Regular,Mobile App,UZS
P0003630,L000662,C01327,2025-11-01,144843,Partial,Mobile App,UZS
P0003631,L000662,C01327,2025-10-01,382211,Partial,Terminal,UZS
P0003632,L000664,C01684,2025-07-15,1549263,Full repayment,Branch,UZS
P0003633,L000665,C00753,2025-11-24,846193,Regular,Terminal,UZS
P0003634,L000665,C00753,2025-08-16,745596,Partial,Bank Transfer,UZS
P0003635,L000665,C00753,2025-12-06,516511,Regular,Mobile App,UZS
P0003636,L000667,C02455,2024-12-24,2411269,Regular,Terminal,UZS
P0003637,L000667,C02455,2025-06-16,1999274,Regular,Branch,UZS
P0003638,L000667,C02455,2025-03-11,1559271,Regular,Branch,UZS
P0003639,L000667,C02455,2025-09-17,1620367,Regular,Mobile App,UZS
P0003640,L000667,C02455,2025-05-28,3396780,Regular,Terminal,UZS
P0003641,L000669,C02291,2025-07-22,318376,Partial,Terminal,UZS
P0003642,L000669,C02291,2024-06-23,388102,Regular,Bank Transfer,UZS
P0003643,L000669,C02291,2024-08-21,817137,Regular,Bank Transfer,UZS
P0003644,L000669,C02291,2024-06-15,1003323,Regular,Bank Transfer,UZS
P0003645,L000669,C02291,2025-08-08,732596,Regular,Mobile App,UZS
P0003646,L000669,C02291,2024-11-24,462450,Regular,Mobile App,UZS
P0003647,L000669,C02291,2024-12-24,305292,Regular,Mobile App,UZS
P0003648,L000669,C02291,2025-03-10,163962,Regular,Mobile App,UZS
P0003649,L000669,C02291,2025-03-18,552273,Regular,Mobile App,UZS
P0003650,L000669,C02291,2024-07-27,296466,Regular,Bank Transfer,UZS
P0003651,L000670,C02293,2025-12-19,1978777,Regular,Mobile App,UZS
P0003652,L000670,C02293,2025-09-23,5240919,Partial,Terminal,UZS
P0003653,L000670,C02293,2025-08-14,1168879,Regular,Bank Transfer,UZS
P0003654,L000670,C02293,2025-09-01,1962387,Partial,Branch,UZS
P0003655,L000670,C02293,2025-11-17,2317973,Partial,Terminal,UZS
P0003656,L000671,C00686,2025-12-12,123654,Regular,Mobile App,UZS
P0003657,L000671,C00686,2025-09-07,450478,Partial,Mobile App,UZS
P0003658,L000671,C00686,2025-12-11,291956,Regular,Terminal,UZS
P0003659,L000672,C02012,2025-10-18,1940681,Regular,Mobile App,UZS
P0003660,L000672,C02012,2025-09-23,2062202,Regular,Branch,UZS
P0003661,L000672,C02012,2025-12-21,2743249,Regular,Branch,UZS
P0003662,L000673,C01404,2025-06-09,325536,Regular,Mobile App,UZS
P0003663,L000673,C01404,2025-12-22,3031798,Regular,Mobile App,UZS
P0003664,L000673,C01404,2025-05-25,673663,Regular,Terminal,UZS
P0003665,L000673,C01404,2025-08-04,5650647,Full repayment,Mobile App,UZS
P0003666,L000673,C01404,2025-10-31,1514688,Regular,Mobile App,UZS
P0003667,L000673,C01404,2025-11-15,721663,Regular,Branch,UZS
P0003668,L000673,C01404,2025-11-27,6310898,Regular,Terminal,UZS
P0003669,L000674,C01809,2025-11-24,3751407,Regular,Bank Transfer,UZS
P0003670,L000674,C01809,2025-10-27,2647937,Regular,Terminal,UZS
P0003671,L000674,C01809,2025-10-17,1968153,Partial,Terminal,UZS
P0003672,L000675,C02106,2025-04-26,1137280,Regular,Mobile App,UZS
P0003673,L000675,C02106,2025-05-01,1247781,Regular,Branch,UZS
P0003674,L000675,C02106,2025-04-27,554627,Regular,Mobile App,UZS
P0003675,L000676,C01643,2025-08-21,733754,Partial,Mobile App,UZS
P0003676,L000676,C01643,2025-08-15,123092,Regular,Mobile App,UZS
P0003677,L000677,C00044,2025-07-23,458108,Regular,Terminal,UZS
P0003678,L000677,C00044,2025-09-28,376218,Regular,Bank Transfer,UZS
P0003679,L000677,C00044,2025-08-14,252818,Regular,Terminal,UZS
P0003680,L000677,C00044,2025-03-11,422267,Partial,Mobile App,UZS
P0003681,L000677,C00044,2024-09-14,620286,Regular,Mobile App,UZS
P0003682,L000677,C00044,2025-04-13,616267,Regular,Terminal,UZS
P0003683,L000677,C00044,2025-11-13,155763,Full repayment,Bank Transfer,UZS
P0003684,L000677,C00044,2024-04-04,500650,Regular,Terminal,UZS
P0003685,L000678,C00505,2024-11-06,1021786,Regular,Branch,UZS
P0003686,L000678,C00505,2024-12-05,993337,Partial,Mobile App,UZS
P0003687,L000679,C00348,2025-01-20,1937588,Regular,Mobile App,UZS
P0003688,L000679,C00348,2025-03-07,937355,Partial,Mobile App,UZS
P0003689,L000679,C00348,2025-03-19,969572,Regular,Branch,UZS
P0003690,L000679,C00348,2025-08-30,396896,Regular,Terminal,UZS
P0003691,L000679,C00348,2024-07-02,1097135,Regular,Branch,UZS
P0003692,L000679,C00348,2024-08-04,690465,Regular,Mobile App,UZS
P0003693,L000679,C00348,2025-09-28,1829482,Regular,Branch,UZS
P0003694,L000679,C00348,2025-02-22,1351848,Regular,Branch,UZS
P0003695,L000680,C02108,2025-10-09,245376,Regular,Mobile App,UZS
P0003696,L000680,C02108,2025-10-11,486031,Regular,Terminal,UZS
P0003697,L000680,C02108,2025-07-17,186339,Regular,Mobile App,UZS
P0003698,L000680,C02108,2025-07-16,457572,Regular,Mobile App,UZS
P0003699,L000680,C02108,2025-05-19,445263,Regular,Branch,UZS
P0003700,L000681,C01169,2025-08-08,7458316,Partial,Mobile App,UZS
P0003701,L000681,C01169,2024-10-11,2746805,Regular,Terminal,UZS
P0003702,L000681,C01169,2025-08-25,1047703,Regular,Mobile App,UZS
P0003703,L000681,C01169,2025-05-29,5176660,Regular,Terminal,UZS
P0003704,L000681,C01169,2025-04-29,350687,Regular,Terminal,UZS
P0003705,L000681,C01169,2025-08-12,9777911,Regular,Branch,UZS
P0003706,L000681,C01169,2025-11-19,3261526,Partial,Terminal,UZS
P0003707,L000681,C01169,2024-11-15,2504002,Regular,Terminal,UZS
P0003708,L000681,C01169,2025-10-06,5304287,Regular,Terminal,UZS
P0003709,L000681,C01169,2025-01-18,7644170,Full repayment,Mobile App,UZS
P0003710,L000681,C01169,2025-02-14,2214761,Partial,Mobile App,UZS
P0003711,L000683,C01484,2025-09-02,5446179,Regular,Branch,UZS
P0003712,L000683,C01484,2025-11-27,5143812,Regular,Bank Transfer,UZS
P0003713,L000683,C01484,2024-11-29,1833058,Regular,Mobile App,UZS
P0003714,L000683,C01484,2025-05-05,3574995,Partial,Terminal,UZS
P0003715,L000683,C01484,2025-12-02,10163171,Regular,Terminal,UZS
P0003716,L000683,C01484,2025-01-17,17095380,Regular,Branch,UZS
P0003717,L000683,C01484,2025-07-20,5833030,Regular,Bank Transfer,UZS
P0003718,L000683,C01484,2025-07-28,2801534,Regular,Branch,UZS
P0003719,L000683,C01484,2025-11-08,3401639,Regular,Bank Transfer,UZS
P0003720,L000683,C01484,2024-10-06,10591743,Partial,Branch,UZS
